Year,State,Topic,Mortality,Gender,Race,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,160.2,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,
2017,LA,Heart Disease Mortality,423.7,Male,White,
2017,NC,Heart Disease Mortality,423.7,Male,Overall,
2017,NC,Heart Disease Mortality,423.7,Male,Overall,
2017,GA,Heart Disease Mortality,423.6,Male,White,
2017,OH,Heart Disease Mortality,423.6,Male,White,
2017,SC,Heart Disease Mortality,423.6,Male,Overall,
2017,TX,Heart Disease Mortality,423.6,Male,Overall,
2017,WI,Heart Disease Mortality,423.6,Male,Black,
2017,WV,Heart Disease Mortality,423.6,Male,Overall,
2017,NE,Heart Disease Mortality,423.5,Male,White,
2017,TX,Heart Disease Mortality,423.5,Male,White,
2017,IL,Heart Disease Mortality,423.4,Male,Overall,
2017,NC,Heart Disease Mortality,423.4,Male,Black,
2017,ND,Heart Disease Mortality,423.4,Male,White,
2017,CO,Heart Disease Mortality,423.3,Male,Overall,
2017,MI,Heart Disease Mortality,423.3,Male,White,
2017,MO,Heart Disease Mortality,423.3,Male,Overall,
2017,MT,Heart Disease Mortality,423.3,Male,White,
2017,MD,Heart Disease Mortality,423.2,Male,Overall,
2017,VT,Heart Disease Mortality,423.2,Male,Overall,
2017,WA,Heart Disease Mortality,423.2,Male,American Indian and Alaskan Native,
2017,FL,Heart Disease Mortality,423.1,Male,White,
2017,ID,Heart Disease Mortality,423.1,Male,White,
2017,MA,Heart Disease Mortality,423.1,Male,White,
2017,MD,Heart Disease Mortality,423.1,Male,White,
2017,MI,Heart Disease Mortality,423.1,Male,White,
2017,MI,Heart Disease Mortality,423.1,Male,White,
2017,VA,Heart Disease Mortality,423.1,Male,Overall,
2017,IN,Heart Disease Mortality,423,Male,Overall,
2017,TN,Heart Disease Mortality,423,Male,Overall,
2017,CT,Heart Disease Mortality,422.9,Male,Overall,
2017,GA,Heart Disease Mortality,422.9,Male,White,
2017,IL,Heart Disease Mortality,422.9,Male,White,
2017,IN,Heart Disease Mortality,422.9,Male,White,
2017,NC,Heart Disease Mortality,422.9,Male,Black,
2017,TX,Heart Disease Mortality,422.9,Male,Overall,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,TX,Heart Disease Mortality,422.9,Male,Black,
2017,TX,Heart Disease Mortality,422.9,Male,Hispanic,
2017,IN,Heart Disease Mortality,422.8,Male,Overall,
2017,MD,Heart Disease Mortality,422.8,Male,Overall,
2017,NC,Heart Disease Mortality,422.8,Male,White,
2017,TN,Heart Disease Mortality,422.8,Male,White,
2017,ID,Heart Disease Mortality,422.7,Male,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,422.7,Male,White,
2017,KY,Heart Disease Mortality,422.7,Male,Overall,
2017,TX,Heart Disease Mortality,422.7,Male,White,
2017,IN,Heart Disease Mortality,422.6,Male,Overall,
2017,KS,Heart Disease Mortality,422.6,Male,Overall,
2017,NC,Heart Disease Mortality,422.6,Male,White,
2017,OH,Heart Disease Mortality,422.6,Male,White,
2017,TX,Heart Disease Mortality,422.6,Male,Overall,
2017,WI,Heart Disease Mortality,422.6,Male,Overall,
2017,CA,Heart Disease Mortality,422.5,Male,White,
2017,IA,Heart Disease Mortality,422.5,Male,Overall,
2017,NC,Heart Disease Mortality,422.5,Male,Black,
2017,SD,Heart Disease Mortality,422.5,Male,White,
2017,TX,Heart Disease Mortality,422.5,Male,Black,
2017,WI,Heart Disease Mortality,422.5,Male,White,
2017,IL,Heart Disease Mortality,422.4,Male,Overall,
2017,KS,Heart Disease Mortality,379.6,Overall,Overall,
2017,KY,Heart Disease Mortality,422.4,Male,White,
2017,NC,Heart Disease Mortality,422.4,Male,Overall,
2017,VA,Heart Disease Mortality,422.4,Male,White,
2017,IL,Heart Disease Mortality,422.3,Male,White,
2017,KS,Heart Disease Mortality,422.3,Male,White,
2017,NY,Heart Disease Mortality,422.3,Male,White,
2017,VA,Heart Disease Mortality,422.3,Male,White,
2017,WI,Heart Disease Mortality,422.3,Male,White,
2017,MO,Heart Disease Mortality,422.2,Male,White,
2017,PA,Heart Disease Mortality,422.1,Male,White,
2017,SD,Heart Disease Mortality,422.1,Male,Overall,
2017,VA,Heart Disease Mortality,422.1,Male,White,
2017,VA,Heart Disease Mortality,422.1,Male,White,
2017,CT,Heart Disease Mortality,422,Male,Black,
2017,PA,Heart Disease Mortality,422,Male,Black,
2017,SD,Heart Disease Mortality,422,Male,Overall,
2017,VT,Heart Disease Mortality,422,Male,White,
2017,IL,Heart Disease Mortality,421.9,Male,White,
2017,PA,Heart Disease Mortality,421.9,Male,Overall,
2017,VA,Heart Disease Mortality,421.9,Male,Overall,
2017,GA,Heart Disease Mortality,421.8,Male,White,
2017,IN,Heart Disease Mortality,421.8,Male,White,
2017,NC,Heart Disease Mortality,421.8,Male,White,
2017,KS,Heart Disease Mortality,135.1,Female,Asian and Pacific Islander,
2017,PA,Heart Disease Mortality,421.7,Male,White,
2017,OH,Heart Disease Mortality,421.6,Male,Black,
2017,OK,Heart Disease Mortality,421.6,Male,Black,
2017,PA,Heart Disease Mortality,421.6,Male,Overall,
2017,CO,Heart Disease Mortality,421.5,Male,Overall,
2017,KS,Heart Disease Mortality,421.5,Male,White,
2017,TN,Heart Disease Mortality,421.5,Male,Overall,
2017,TX,Heart Disease Mortality,421.5,Male,Hispanic,
2017,UT,Heart Disease Mortality,421.5,Male,Overall,
2017,CA,Heart Disease Mortality,421.4,Male,White,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,KS,Heart Disease Mortality,409.1,Overall,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,,Female,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,351.5,Overall,Overall,
2017,CA,Heart Disease Mortality,421.4,Male,American Indian and Alaskan Native,
2017,IN,Heart Disease Mortality,273.6,Female,Overall,
2017,IN,Heart Disease Mortality,353.3,Overall,White,
2017,IN,Heart Disease Mortality,421.4,Male,White,
2017,IN,Heart Disease Mortality,273,Female,White,
2017,IN,Heart Disease Mortality,421.3,Overall,Black,
2017,PA,Heart Disease Mortality,421.4,Male,Overall,
2017,IN,Heart Disease Mortality,343.3,Female,Black,
2017,IN,Heart Disease Mortality,177.8,Overall,Hispanic,
2017,SD,Heart Disease Mortality,421.4,Male,Overall,
2017,IN,Heart Disease Mortality,142.1,Female,Hispanic,
2017,IN,Heart Disease Mortality,148,Overall,Asian and Pacific Islander,
2017,IA,Heart Disease Mortality,421.3,Male,Overall,
2017,IN,Heart Disease Mortality,104.8,Female,Asian and Pacific Islander,
2017,IN,Heart Disease Mortality,97.9,Overall,American Indian and Alaskan Native,
2017,PA,Heart Disease Mortality,421.3,Male,White,
2017,KS,Heart Disease Mortality,352.3,Overall,Overall,
2017,KS,Heart Disease Mortality,346.2,Overall,Overall,
2017,KS,Heart Disease Mortality,445.3,Overall,Overall,
2017,KS,Heart Disease Mortality,347,Overall,Overall,
2017,KS,Heart Disease Mortality,397.2,Overall,Overall,
2017,KS,Heart Disease Mortality,382.9,Overall,Overall,
2017,KS,Heart Disease Mortality,336.1,Overall,Overall,
2017,KS,Heart Disease Mortality,349.4,Overall,Overall,
2017,KS,Heart Disease Mortality,436.8,Overall,Overall,
2017,KS,Heart Disease Mortality,463.7,Overall,Overall,
2017,KS,Heart Disease Mortality,288.4,Overall,Overall,
2017,KS,Heart Disease Mortality,353.7,Overall,Overall,
2017,KS,Heart Disease Mortality,290.2,Overall,Overall,
2017,KS,Heart Disease Mortality,333.7,Overall,Overall,
2017,KS,Heart Disease Mortality,355.2,Overall,Overall,
2017,KS,Heart Disease Mortality,370.9,Overall,Overall,
2017,KS,Heart Disease Mortality,340.9,Overall,Overall,
2017,KS,Heart Disease Mortality,416.3,Overall,Overall,
2017,KS,Heart Disease Mortality,294.8,Overall,Overall,
2017,KS,Heart Disease Mortality,328,Overall,Overall,
2017,KS,Heart Disease Mortality,357.3,Overall,Overall,
2017,KS,Heart Disease Mortality,277.6,Overall,Overall,
2017,KS,Heart Disease Mortality,332.4,Overall,Overall,
2017,KS,Heart Disease Mortality,432.8,Overall,Overall,
2017,KS,Heart Disease Mortality,282.7,Overall,Overall,
2017,KS,Heart Disease Mortality,367.3,Overall,Overall,
2017,KS,Heart Disease Mortality,247.8,Overall,Overall,
2017,KS,Heart Disease Mortality,330.1,Overall,Overall,
2017,KS,Heart Disease Mortality,330.6,Overall,Overall,
2017,KS,Heart Disease Mortality,407.8,Overall,Overall,
2017,KS,Heart Disease Mortality,304,Overall,Overall,
2017,KS,Heart Disease Mortality,322.8,Overall,Overall,
2017,KS,Heart Disease Mortality,335.2,Overall,Overall,
2017,KS,Heart Disease Mortality,279.2,Overall,Overall,
2017,KS,Heart Disease Mortality,287.9,Overall,Overall,
2017,KS,Heart Disease Mortality,362.8,Overall,Overall,
2017,KS,Heart Disease Mortality,318,Overall,Overall,
2017,KS,Heart Disease Mortality,311.9,Overall,Overall,
2017,KS,Heart Disease Mortality,309.4,Overall,Overall,
2017,KS,Heart Disease Mortality,289.2,Overall,Overall,
2017,KS,Heart Disease Mortality,316.1,Overall,Overall,
2017,KS,Heart Disease Mortality,357.8,Overall,Overall,
2017,KS,Heart Disease Mortality,302.7,Overall,Overall,
2017,KS,Heart Disease Mortality,285.2,Overall,Overall,
2017,KS,Heart Disease Mortality,227.9,Overall,Overall,
2017,KS,Heart Disease Mortality,253.4,Overall,Overall,
2017,KS,Heart Disease Mortality,410,Overall,Overall,
2017,KS,Heart Disease Mortality,345.8,Overall,Overall,
2017,KS,Heart Disease Mortality,428.6,Overall,Overall,
2017,KS,Heart Disease Mortality,246.3,Overall,Overall,
2017,KS,Heart Disease Mortality,332,Overall,Overall,
2017,KS,Heart Disease Mortality,289.9,Overall,Overall,
2017,KS,Heart Disease Mortality,359.7,Overall,Overall,
2017,KS,Heart Disease Mortality,268.2,Overall,Overall,
2017,KS,Heart Disease Mortality,343.8,Overall,Overall,
2017,KS,Heart Disease Mortality,287.6,Overall,Overall,
2017,KS,Heart Disease Mortality,302,Overall,Overall,
2017,KS,Heart Disease Mortality,276.8,Overall,Overall,
2017,KS,Heart Disease Mortality,345,Overall,Overall,
2017,KS,Heart Disease Mortality,305.9,Overall,Overall,
2017,KS,Heart Disease Mortality,315.8,Overall,Overall,
2017,KS,Heart Disease Mortality,509.4,Overall,Overall,
2017,KS,Heart Disease Mortality,349.2,Overall,Overall,
2017,KS,Heart Disease Mortality,455.2,Overall,Overall,
2017,KS,Heart Disease Mortality,275.8,Overall,Overall,
2017,KS,Heart Disease Mortality,415,Overall,Overall,
2017,KS,Heart Disease Mortality,278.4,Overall,Overall,
2017,KS,Heart Disease Mortality,303.2,Overall,Overall,
2017,KS,Heart Disease Mortality,312.3,Overall,Overall,
2017,KS,Heart Disease Mortality,330.1,Overall,Overall,
2017,KS,Heart Disease Mortality,294.2,Overall,Overall,
2017,KS,Heart Disease Mortality,341.1,Overall,Overall,
2017,KS,Heart Disease Mortality,311.3,Overall,Overall,
2017,KS,Heart Disease Mortality,287.7,Overall,Overall,
2017,KS,Heart Disease Mortality,320.6,Overall,Overall,
2017,KS,Heart Disease Mortality,310.9,Overall,Overall,
2017,KS,Heart Disease Mortality,287.6,Overall,Overall,
2017,KS,Heart Disease Mortality,321.9,Overall,Overall,
2017,KS,Heart Disease Mortality,369.4,Overall,Overall,
2017,KS,Heart Disease Mortality,277.2,Overall,Overall,
2017,KS,Heart Disease Mortality,314,Overall,Overall,
2017,KS,Heart Disease Mortality,327.6,Overall,Overall,
2017,KS,Heart Disease Mortality,311.2,Overall,Overall,
2017,KS,Heart Disease Mortality,266.8,Overall,Overall,
2017,KS,Heart Disease Mortality,244.3,Overall,Overall,
2017,KS,Heart Disease Mortality,313.9,Overall,Overall,
2017,KS,Heart Disease Mortality,345,Overall,Overall,
2017,KS,Heart Disease Mortality,310.4,Overall,Overall,
2017,KS,Heart Disease Mortality,283.8,Overall,Overall,
2017,KS,Heart Disease Mortality,280.1,Overall,Overall,
2017,KS,Heart Disease Mortality,331.2,Overall,Overall,
2017,KS,Heart Disease Mortality,285.3,Overall,Overall,
2017,KS,Heart Disease Mortality,325.7,Overall,Overall,
2017,KS,Heart Disease Mortality,261.1,Overall,Overall,
2017,KS,Heart Disease Mortality,317.2,Overall,Overall,
2017,KS,Heart Disease Mortality,284.2,Overall,Overall,
2017,KS,Heart Disease Mortality,430.7,Overall,Overall,
2017,KS,Heart Disease Mortality,302.6,Overall,Overall,
2017,KS,Heart Disease Mortality,261.3,Overall,Overall,
2017,KS,Heart Disease Mortality,304.8,Overall,Overall,
2017,KS,Heart Disease Mortality,270.8,Overall,Overall,
2017,KS,Heart Disease Mortality,424.6,Overall,Overall,
2017,KS,Heart Disease Mortality,386.3,Overall,Overall,
2017,KS,Heart Disease Mortality,330.4,Overall,Overall,
2017,TX,Heart Disease Mortality,421.3,Male,Hispanic,
2017,ID,Heart Disease Mortality,421.2,Male,White,
2017,IN,Heart Disease Mortality,421.2,Male,White,
2017,KY,Heart Disease Mortality,421.2,Male,White,
2017,MT,Heart Disease Mortality,421.2,Male,Overall,
2017,NE,Heart Disease Mortality,421.2,Male,Overall,
2017,NE,Heart Disease Mortality,421.2,Male,White,
2017,MA,Heart Disease Mortality,421.1,Male,Black,
2017,VA,Heart Disease Mortality,421.1,Male,Overall,
2017,NJ,Heart Disease Mortality,421,Male,Overall,
2017,OH,Heart Disease Mortality,421,Male,Black,
2017,IA,Heart Disease Mortality,420.9,Male,Overall,
2017,IN,Heart Disease Mortality,420.9,Male,White,
2017,NC,Heart Disease Mortality,420.9,Male,White,
2017,KS,Heart Disease Mortality,420.8,Male,White,
2017,FL,Heart Disease Mortality,420.7,Male,Overall,
2017,GA,Heart Disease Mortality,420.7,Male,White,
2017,IN,Heart Disease Mortality,420.7,Male,White,
2017,NC,Heart Disease Mortality,420.7,Male,White,
2017,NY,Heart Disease Mortality,420.7,Male,Overall,
2017,TX,Heart Disease Mortality,420.7,Male,Overall,
2017,PA,Heart Disease Mortality,420.6,Male,White,
2017,VT,Heart Disease Mortality,420.6,Male,White,
